Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,fullName,age_group
Pablo Fornals,23,https://cdn.sofifa.com/players/226/456/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,85,West Ham United,https://cdn.sofifa.com/teams/19/light_30.png,€17.5M,€72K,Pablo Fornals Malla,Age: 20-25
Noni Madueke,17,https://cdn.sofifa.com/players/254/796/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,66,85,PSV,https://cdn.sofifa.com/teams/247/light_30.png,€1.3M,€1K,Noni Madueke,Below 20 years
Kasper Dolberg,21,https://cdn.sofifa.com/players/228/687/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,79,85,OGC Nice,https://cdn.sofifa.com/teams/72/light_30.png,€17.5M,€32K,Kasper Dolberg,Age: 20-25
Orkun Kökçü,18,https://cdn.sofifa.com/players/243/245/20_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,75,85,Feyenoord,https://cdn.sofifa.com/teams/246/light_30.png,€10M,€5K,Orkun Kökçü,Below 20 years
Zlatan Ibrahimović,37,https://cdn.sofifa.com/players/041/236/20_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,85,85,Milan,https://cdn.sofifa.com/teams/47/light_30.png,€14M,€58K,Zlatan Ibrahimović,Age: 35-40
James Garner,18,https://cdn.sofifa.com/players/243/657/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,66,85,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€1.2M,€7K,James Garner,Below 20 years
Cristian Pavón,23,https://cdn.sofifa.com/players/224/254/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,79,85,LA Galaxy,https://cdn.sofifa.com/teams/697/light_30.png,€17.5M,€11K,Cristian Pavón,Age: 20-25
Mohammed Salisu,20,https://cdn.sofifa.com/players/244/915/20_60.png,Ghana,https://cdn.sofifa.com/flags/gh.png,75,85,Real Valladolid CF,https://cdn.sofifa.com/teams/462/light_30.png,€10M,€13K,Mohammed Salisu,Age: 20-25
Troy Parrott,17,https://cdn.sofifa.com/players/245/902/20_60.png,Republic of Ireland,https://cdn.sofifa.com/flags/ie.png,64,85,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€1M,€4K,Troy Parrott,Below 20 years
Maarten Vandevoordt,17,https://cdn.sofifa.com/players/242/879/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,66,85,KRC Genk,https://cdn.sofifa.com/teams/673/light_30.png,€1.1M,€500,Maarten Vandevoordt,Below 20 years
Enzo Loiodice,18,https://cdn.sofifa.com/players/243/478/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,65,85,Wolverhampton Wanderers,https://cdn.sofifa.com/teams/110/light_30.png,€1.1M,€6K,Enzo Loiodice,Below 20 years
Jeremie Frimpong,18,https://cdn.sofifa.com/players/253/149/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,68,85,Celtic,https://cdn.sofifa.com/teams/78/light_30.png,€1.7M,€5K,Jeremie Frimpong,Below 20 years
Gabriel dos,21,https://cdn.sofifa.com/players/232/580/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,78,85,LOSC Lille,https://cdn.sofifa.com/teams/65/light_30.png,€13.5M,€26K,Gabriel dos S. Magalhães,Age: 20-25
Odsonne Edouard,21,https://cdn.sofifa.com/players/233/866/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,76,85,Celtic,https://cdn.sofifa.com/teams/78/light_30.png,€12M,€40K,Odsonne Edouard,Age: 20-25
Rayan Aït,18,https://cdn.sofifa.com/players/242/641/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,70,85,Angers SCO,https://cdn.sofifa.com/teams/1530/light_30.png,€3.4M,€3K,Rayan Aït Nouri,Below 20 years
Benjamin Mendy,24,https://cdn.sofifa.com/players/204/884/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,85,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,€17.5M,€96K,Benjamin Mendy,Age: 20-25
Max Aarons,19,https://cdn.sofifa.com/players/240/060/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,73,85,Norwich City,https://cdn.sofifa.com/teams/1792/light_30.png,€6.5M,€17K,Max Aarons,Below 20 years
Andrea Belotti,25,https://cdn.sofifa.com/players/208/596/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,82,85,Torino,https://cdn.sofifa.com/teams/54/light_30.png,€28.5M,€63K,Andrea Belotti,Age: 25-30
Gabriel Barbosa,22,https://cdn.sofifa.com/players/212/823/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,81,85,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€23.5M,€70K,Gabriel Barbosa Almeida,Age: 20-25
Amine Harit,22,https://cdn.sofifa.com/players/232/097/20_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,79,85,FC Schalke 04,https://cdn.sofifa.com/teams/34/light_30.png,€17.5M,€32K,Amine Harit,Age: 20-25
Luis Miguel,29,https://cdn.sofifa.com/players/197/965/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,85,85,SL Benfica,https://cdn.sofifa.com/teams/234/light_30.png,€37.5M,€29K,Luis Miguel Afonso Fernandes,Age: 25-30
Alfredo Morelos,23,https://cdn.sofifa.com/players/221/714/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,76,85,Rangers FC,https://cdn.sofifa.com/teams/86/light_30.png,€12M,€46K,Alfredo Morelos,Age: 20-25
Alex Nicolao,26,https://cdn.sofifa.com/players/212/462/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,84,85,FC Porto,https://cdn.sofifa.com/teams/236/light_30.png,€31.5M,€23K,Alex Nicolao Telles,Age: 25-30
Matías Palacios,17,https://cdn.sofifa.com/players/246/107/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,63,85,San Lorenzo de Almagro,https://cdn.sofifa.com/teams/1013/light_30.png,€800K,€550,Matías Palacios,Below 20 years
Federico Chiesa,21,https://cdn.sofifa.com/players/235/805/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,78,85,Fiorentina,https://cdn.sofifa.com/teams/110374/light_30.png,€15M,€43K,Federico Chiesa,Age: 20-25
Josko Gvardiol,17,https://cdn.sofifa.com/players/251/517/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,67,85,Dinamo Zagreb,https://cdn.sofifa.com/teams/211/light_30.png,€1.4M,€500,Josko Gvardiol,Below 20 years
Ante Palaversa,19,https://cdn.sofifa.com/players/247/185/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,72,85,KV Oostende,https://cdn.sofifa.com/teams/682/light_30.png,€5.5M,€6K,Ante Palaversa,Below 20 years
Marc Roca,22,https://cdn.sofifa.com/players/235/945/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,78,85,RCD Espanyol,https://cdn.sofifa.com/teams/452/light_30.png,€14.5M,€26K,Marc Roca Junqué,Age: 20-25
Maximilian Eggestein,22,https://cdn.sofifa.com/players/226/168/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,78,85,SV Werder Bremen,https://cdn.sofifa.com/teams/38/light_30.png,€14.5M,€27K,Maximilian Eggestein,Age: 20-25
Matheus Santos,20,https://cdn.sofifa.com/players/240/243/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,75,85,Hertha BSC,https://cdn.sofifa.com/teams/166/light_30.png,€11M,€21K,Matheus Santos Carneiro Da Cunha,Age: 20-25
Hannes Wolf,20,https://cdn.sofifa.com/players/236/935/20_60.png,Austria,https://cdn.sofifa.com/flags/at.png,74,85,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€9.5M,€29K,Hannes Wolf,Age: 20-25
Benjamin Pavard,23,https://cdn.sofifa.com/players/226/851/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,80,85,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,€17.5M,€76K,Benjamin Pavard,Age: 20-25
Marcel Sabitzer,25,https://cdn.sofifa.com/players/204/923/20_60.png,Austria,https://cdn.sofifa.com/flags/at.png,83,85,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€31.5M,€70K,Marcel Sabitzer,Age: 25-30
Oihan Sancet,19,https://cdn.sofifa.com/players/244/675/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,71,85,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€5M,€8K,Oihan Sancet Tirapu,Below 20 years
José Diogo,20,https://cdn.sofifa.com/players/234/574/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,75,85,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€10M,€54K,José Diogo Dalot Teixeira,Age: 20-25
Jack Grealish,23,https://cdn.sofifa.com/players/206/517/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,80,85,Aston Villa,https://cdn.sofifa.com/teams/2/light_30.png,€20M,€59K,Jack Grealish,Age: 20-25
Alessandro Bastoni,20,https://cdn.sofifa.com/players/237/383/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,75,85,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€10M,€32K,Alessandro Bastoni,Age: 20-25
Boubakary Soumaré,20,https://cdn.sofifa.com/players/239/817/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,85,LOSC Lille,https://cdn.sofifa.com/teams/65/light_30.png,€10M,€22K,Boubakary Soumaré,Age: 20-25
Iñaki Williams,25,https://cdn.sofifa.com/players/216/201/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,82,85,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€28.5M,€36K,Iñaki Williams Arthuer,Age: 25-30
Nicolás De,22,https://cdn.sofifa.com/players/240/699/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,77,85,River Plate,https://cdn.sofifa.com/teams/1876/light_30.png,€13M,€21K,Nicolás De la Cruz,Age: 20-25
Rafael Santos,23,https://cdn.sofifa.com/players/220/883/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,79,85,River Plate,https://cdn.sofifa.com/teams/1876/light_30.png,€17.5M,€28K,Rafael Santos Borré,Age: 20-25
Lorenzo Pellegrini,23,https://cdn.sofifa.com/players/228/251/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,80,85,Roma,https://cdn.sofifa.com/teams/52/light_30.png,€20M,€43K,Lorenzo Pellegrini,Age: 20-25
Jordan Henderson,29,https://cdn.sofifa.com/players/183/711/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,85,85,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€37M,€150K,Jordan Henderson,Age: 25-30
Riccardo Orsolini,22,https://cdn.sofifa.com/players/233/556/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,76,85,Bologna,https://cdn.sofifa.com/teams/189/light_30.png,€12M,€27K,Riccardo Orsolini,Age: 20-25
Matías Zaracho,21,https://cdn.sofifa.com/players/235/926/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,79,85,Racing Club,https://cdn.sofifa.com/teams/101085/light_30.png,€17.5M,€20K,Matías Zaracho,Age: 20-25
Gareth Bale,29,https://cdn.sofifa.com/players/173/731/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,85,85,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€37.5M,€250K,Gareth Bale,Age: 25-30
Sean Longstaff,21,https://cdn.sofifa.com/players/237/161/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,74,85,Newcastle United,https://cdn.sofifa.com/teams/13/light_30.png,€9.5M,€24K,Sean Longstaff,Age: 20-25
Lucien Agoume,17,https://cdn.sofifa.com/players/246/683/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,63,85,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€800K,€1K,Lucien Agoume,Below 20 years
Sergio Gómez,18,https://cdn.sofifa.com/players/241/811/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,68,85,SD Huesca,https://cdn.sofifa.com/teams/110839/light_30.png,€1.8M,€1K,Sergio Gómez Martín,Below 20 years
Luca Pellegrini,20,https://cdn.sofifa.com/players/243/237/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,71,85,Cagliari,https://cdn.sofifa.com/teams/1842/light_30.png,€4.8M,€13K,Luca Pellegrini,Age: 20-25
Karim Adeyemi,17,https://cdn.sofifa.com/players/251/852/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,67,85,FC Red Bull Salzburg,https://cdn.sofifa.com/teams/191/light_30.png,€1.5M,€3K,Karim Adeyemi,Below 20 years
Ivan Rakitić,31,https://cdn.sofifa.com/players/168/651/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,85,85,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€33M,€220K,Ivan Rakitić,Age: 30-35
Marcos Antonio,19,https://cdn.sofifa.com/players/247/377/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,65,85,Shakhtar Donetsk,https://cdn.sofifa.com/teams/101059/light_30.png,€1.1M,€500,Marcos Antonio Silva Santos,Below 20 years
Koen Casteels,27,https://cdn.sofifa.com/players/192/984/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,83,85,VfL Wolfsburg,https://cdn.sofifa.com/teams/175/light_30.png,€22M,€50K,Koen Casteels,Age: 25-30
Ezequiel Barco,20,https://cdn.sofifa.com/players/236/007/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,74,85,Atlanta United,https://cdn.sofifa.com/teams/112885/light_30.png,€9.5M,€7K,Ezequiel Barco,Age: 20-25
Josha Vagnoman,18,https://cdn.sofifa.com/players/242/602/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,66,85,Hamburger SV,https://cdn.sofifa.com/teams/28/light_30.png,€1.2M,€1K,Josha Vagnoman,Below 20 years
Norberto Murara,29,https://cdn.sofifa.com/players/194/404/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,84,85,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€25M,€160K,Norberto Murara Neto,Age: 25-30
Lukas Klostermann,23,https://cdn.sofifa.com/players/222/331/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,81,85,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€20.5M,€49K,Lukas Klostermann,Age: 20-25
Bernard Malanda-Adje,19,https://cdn.sofifa.com/players/210/248/15_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,73,85,VfL Wolfsburg,https://cdn.sofifa.com/teams/175/light_30.png,€1.5M,€35K,Bernard Malanda-Adje,Below 20 years
Yacine Brahimi,28,https://cdn.sofifa.com/players/184/267/19_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,85,85,FC Porto,https://cdn.sofifa.com/teams/236/light_30.png,€39M,€30K,Yacine Brahimi,Age: 25-30
Karamoko Dembélé,16,https://cdn.sofifa.com/players/246/682/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,64,85,Celtic,https://cdn.sofifa.com/teams/78/light_30.png,€975K,€2K,Karamoko Dembélé,Below 20 years
Issa Diop,22,https://cdn.sofifa.com/players/231/633/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,85,West Ham United,https://cdn.sofifa.com/teams/19/light_30.png,€13M,€59K,Issa Diop,Age: 20-25
Ahmed Kutucu,19,https://cdn.sofifa.com/players/245/762/20_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,68,85,FC Schalke 04,https://cdn.sofifa.com/teams/34/light_30.png,€1.9M,€7K,Ahmed Kutucu,Below 20 years
Eddie Nketiah,20,https://cdn.sofifa.com/players/236/988/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,70,85,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€3.9M,€30K,Eddie Nketiah,Age: 20-25
Victor Lindelöf,24,https://cdn.sofifa.com/players/221/660/20_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,81,85,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,€21M,€97K,Victor Lindelöf,Age: 20-25
Emre Can,25,https://cdn.sofifa.com/players/208/333/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,82,85,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€27.5M,€86K,Emre Can,Age: 25-30
Ángel Correa,24,https://cdn.sofifa.com/players/214/997/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,82,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€28M,€59K,Ángel Correa,Age: 20-25
Gonzalo Higuaín,31,https://cdn.sofifa.com/players/167/664/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,85,85,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€34.5M,€170K,Gonzalo Higuaín,Age: 30-35
Matías Pellegrini,19,https://cdn.sofifa.com/players/244/884/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,68,85,Estudiantes de La Plata,https://cdn.sofifa.com/teams/101083/light_30.png,€1.9M,€4K,Matías Pellegrini,Below 20 years
Arne Maier,20,https://cdn.sofifa.com/players/237/629/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,76,85,Hertha BSC,https://cdn.sofifa.com/teams/166/light_30.png,€12M,€20K,Arne Maier,Age: 20-25
Corentin Tolisso,24,https://cdn.sofifa.com/players/219/683/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,85,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,€27.5M,€98K,Corentin Tolisso,Age: 20-25
Nélson Cabral,25,https://cdn.sofifa.com/players/227/928/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,82,85,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€24.5M,€145K,Nélson Cabral Semedo,Age: 25-30
Unai Simón,22,https://cdn.sofifa.com/players/230/869/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,85,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€13M,€17K,Unai Simón Mendibil,Age: 20-25
Armel Bella-Kotchap,17,https://cdn.sofifa.com/players/247/497/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,63,85,VfL Bochum 1848,https://cdn.sofifa.com/teams/160/light_30.png,€750K,€500,Armel Bella-Kotchap,Below 20 years
Harry Winks,23,https://cdn.sofifa.com/players/222/400/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,80,85,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€19.5M,€82K,Harry Winks,Age: 20-25
Georginio Wijnaldum,28,https://cdn.sofifa.com/players/181/291/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,85,85,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€38M,€150K,Georginio Wijnaldum,Age: 25-30
Justin Kluivert,20,https://cdn.sofifa.com/players/236/920/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,75,85,Roma,https://cdn.sofifa.com/teams/52/light_30.png,€11M,€26K,Justin Kluivert,Age: 20-25
Pedro De,18,https://cdn.sofifa.com/players/246/045/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,71,85,Club Atlético Lanús,https://cdn.sofifa.com/teams/110395/light_30.png,€4.9M,€5K,Pedro De la Vega,Below 20 years
Alexander Nübel,22,https://cdn.sofifa.com/players/223/885/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,75,85,FC Schalke 04,https://cdn.sofifa.com/teams/34/light_30.png,€8.5M,€17K,Alexander Nübel,Age: 20-25
Giorgi Chakvetadze,19,https://cdn.sofifa.com/players/241/168/20_60.png,Georgia,https://cdn.sofifa.com/flags/ge.png,74,85,KAA Gent,https://cdn.sofifa.com/teams/674/light_30.png,€9.5M,€11K,Giorgi Chakvetadze,Below 20 years
Nadiem Amiri,22,https://cdn.sofifa.com/players/225/309/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,79,85,Bayer 04 Leverkusen,https://cdn.sofifa.com/teams/32/light_30.png,€17.5M,€56K,Nadiem Amiri,Age: 20-25
Eljif Elmas,19,https://cdn.sofifa.com/players/241/390/20_60.png,North Macedonia,https://cdn.sofifa.com/flags/mk.png,73,85,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,€7M,€24K,Eljif Elmas,Below 20 years
Santiago Rodríguez,19,https://cdn.sofifa.com/players/255/862/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,68,85,Nacional de Montevideo,https://cdn.sofifa.com/teams/111325/light_30.png,€1.9M,€500,Santiago Rodríguez,Below 20 years
José Paulo,30,https://cdn.sofifa.com/players/187/961/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,85,85,Guangzhou Evergrande Taobao FC,https://cdn.sofifa.com/teams/111839/light_30.png,€35.5M,€47K,José Paulo Bezerra M. Júnior,Age: 30-35
Philippe Coutinho,27,https://cdn.sofifa.com/players/189/242/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,85,85,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,€40.5M,€145K,Philippe Coutinho Correia,Age: 25-30
Johan Carbonero,19,https://cdn.sofifa.com/players/242/654/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,67,85,Once Caldas,https://cdn.sofifa.com/teams/101106/light_30.png,€1.6M,€800,Johan Carbonero,Below 20 years
Adrien Rabiot,24,https://cdn.sofifa.com/players/210/008/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,82,85,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,€27.5M,€105K,Adrien Rabiot,Age: 20-25
Davinson Sánchez,23,https://cdn.sofifa.com/players/220/793/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,82,85,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€25M,€85K,Davinson Sánchez,Age: 20-25
Héctor Junior,22,https://cdn.sofifa.com/players/241/184/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,85,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€15.5M,€110K,Héctor Junior Firpo Adamés,Age: 20-25
Marcos Senesi,22,https://cdn.sofifa.com/players/236/506/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,76,85,Feyenoord,https://cdn.sofifa.com/teams/246/light_30.png,€11M,€11K,Marcos Senesi,Age: 20-25
Nordi Mukiele,21,https://cdn.sofifa.com/players/226/166/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,85,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,€13.5M,€33K,Nordi Mukiele,Age: 20-25
Francisco Román,27,https://cdn.sofifa.com/players/197/781/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,85,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,€40.5M,€220K,Francisco Román Alarcón Suárez,Age: 25-30
Thomas Müller,29,https://cdn.sofifa.com/players/189/596/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,85,85,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,€37.5M,€155K,Thomas Müller,Age: 25-30
Ben Chilwell,22,https://cdn.sofifa.com/players/229/984/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,81,85,Leicester City,https://cdn.sofifa.com/teams/95/light_30.png,€20.5M,€74K,Ben Chilwell,Age: 20-25
Francisco Reis,22,https://cdn.sofifa.com/players/242/236/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,78,85,SL Benfica,https://cdn.sofifa.com/teams/234/light_30.png,€13M,€12K,Francisco Reis Ferreira,Age: 20-25
Giorgi Tsitaishvili,18,https://cdn.sofifa.com/players/245/131/20_60.png,Ukraine,https://cdn.sofifa.com/flags/ua.png,68,85,Dynamo Kyiv,https://cdn.sofifa.com/teams/101047/light_30.png,€1.8M,€500,Giorgi Tsitaishvili,Below 20 years
Marcelo Brozović,26,https://cdn.sofifa.com/players/216/352/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,83,85,Inter,https://cdn.sofifa.com/teams/44/light_30.png,€28M,€80K,Marcelo Brozović,Age: 25-30
Gerónimo Rulli,27,https://cdn.sofifa.com/players/215/316/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,81,85,Montpellier HSC,https://cdn.sofifa.com/teams/70/light_30.png,€16M,€32K,Gerónimo Rulli,Age: 25-30
Axel Witsel,30,https://cdn.sofifa.com/players/177/413/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,85,85,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€31.5M,€105K,Axel Witsel,Age: 30-35
Manuel Akanji,23,https://cdn.sofifa.com/players/229/237/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,79,85,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€15.5M,€57K,Manuel Akanji,Age: 20-25
Piotr Zieliński,25,https://cdn.sofifa.com/players/210/406/20_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,81,85,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,€22.5M,€71K,Piotr Zieliński,Age: 25-30
Raphael Dias,22,https://cdn.sofifa.com/players/233/419/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,85,Stade Rennais FC,https://cdn.sofifa.com/teams/74/light_30.png,€20M,€44K,Raphael Dias Belloli,Age: 20-25
Iago Aspas,31,https://cdn.sofifa.com/players/192/629/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,85,RC Celta,https://cdn.sofifa.com/teams/450/light_30.png,€34.5M,€50K,Iago Aspas Juncal,Age: 30-35
Ibrahim Sangaré,21,https://cdn.sofifa.com/players/235/173/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,75,85,Toulouse Football Club,https://cdn.sofifa.com/teams/1809/light_30.png,€10M,€18K,Ibrahim Sangaré,Age: 20-25
Evan Ndicka,19,https://cdn.sofifa.com/players/236/403/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,85,Eintracht Frankfurt,https://cdn.sofifa.com/teams/1824/light_30.png,€9.5M,€15K,Evan Ndicka,Below 20 years
Kostas Manolas,28,https://cdn.sofifa.com/players/192/774/20_60.png,Greece,https://cdn.sofifa.com/flags/gr.png,84,85,Napoli,https://cdn.sofifa.com/teams/48/light_30.png,€30.5M,€92K,Kostas Manolas,Age: 25-30
Luis Javier,21,https://cdn.sofifa.com/players/245/158/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,74,85,Real Zaragoza,https://cdn.sofifa.com/teams/244/light_30.png,€10M,€8K,Luis Javier Suárez,Age: 20-25
Jan Vertonghen,32,https://cdn.sofifa.com/players/172/871/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,85,85,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/light_30.png,€24.5M,€130K,Jan Vertonghen,Age: 30-35
Thilo Kehrer,22,https://cdn.sofifa.com/players/226/229/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,79,84,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€15M,€61K,Thilo Kehrer,Age: 20-25
Linton Maina,20,https://cdn.sofifa.com/players/242/997/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,71,84,Hannover 96,https://cdn.sofifa.com/teams/485/light_30.png,€4.6M,€14K,Linton Maina,Age: 20-25
Franck Yannick,22,https://cdn.sofifa.com/players/230/938/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,78,84,Milan,https://cdn.sofifa.com/teams/47/light_30.png,€14M,€35K,Franck Yannick Kessié,Age: 20-25
